area_fips,cbsa,metro
40111,46140,True
40113,46140,True
40117,46140,True
40131,46140,True
40143,46140,True
40145,46140,True
28057,46180,False
28081,46180,False
28115,46180,False
28117,46180,False
01063,46220,True
01065,46220,True
01107,46220,True
01125,46220,True
16053,46300,True
16083,46300,True
48423,46340,True
06045,46380,False
45087,46420,False
47131,46460,False
39021,46500,False
15003,46520,True
36043,46540,True
36065,46540,True
48463,46620,False
13027,46660,True
13101,46660,True
13173,46660,True
13185,46660,True
06095,46700,True
39161,46780,False
46027,46820,False
49047,46860,False
48487,46900,False
28149,46980,False
48175,47020,True
48469,47020,True
13209,47080,False
13279,47080,False
18083,47180,False
34011,47220,True
25007,47240,False
37029,47260,True
37053,47260,True
37073,47260,True
51073,47260,True
51093,47260,True
51095,47260,True
51115,47260,True
51175,47260,True
51199,47260,True
51550,47260,True
51620,47260,True
51650,47260,True
51700,47260,True
51710,47260,True
51735,47260,True
51740,47260,True
51800,47260,True
51810,47260,True
51830,47260,True
06107,47300,True
18169,47340,False
48145,47380,True
48309,47380,True
27167,47420,False
38077,47420,False
53071,47460,True
39011,47540,False
13153,47580,True
13225,47580,True
42123,47620,False
29101,47660,False
18085,47700,False
18027,47780,False
37013,47820,False
24021,47900,True
24031,47900,True
11001,47900,True
24009,47900,True
24017,47900,True
24033,47900,True
51013,47900,True
51043,47900,True
51047,47900,True
51059,47900,True
51061,47900,True
51107,47900,True
51113,47900,True
51153,47900,True
51157,47900,True
51177,47900,True
51179,47900,True
51187,47900,True
51510,47900,True
51600,47900,True
51610,47900,True
51630,47900,True
51683,47900,True
51685,47900,True
54037,47900,True
39047,47920,False
19013,47940,True
19017,47940,True
19075,47940,True
46029,47980,False
46057,47980,False
55055,48020,False
36045,48060,True
12049,48100,False
55069,48140,True
55073,48140,True
13229,48180,False
13299,48180,False
40039,48220,False
39081,48260,True
54009,48260,True
54029,48260,True
53007,48300,True
53017,48300,True
29091,48460,False
28025,48500,False
39013,48540,True
54051,48540,True
54069,48540,True
55127,48580,False
20015,48620,True
20079,48620,True
20173,48620,True
20191,48620,True
48009,48660,True
48077,48660,True
48485,48660,True
42081,48700,True
38105,48780,False
27067,48820,False
37129,48900,True
37141,48900,True
39027,48940,False
37195,48980,False
51069,49020,True
51840,49020,True
54027,49020,True
20035,49060,False
32013,49080,False
27169,49100,False
37057,49180,True
37059,49180,True
37067,49180,True
37169,49180,True
37197,49180,True
55141,49220,False
40045,49260,False
40153,49260,False
39169,49300,False
09015,49340,True
25027,49340,True
27105,49380,False
53077,49420,True
46135,49460,False
72055,49500,True
72059,49500,True
72111,49500,True
72153,49500,True
42133,49620,True
39099,49660,True
39155,49660,True
42085,49660,True
06101,49700,True
06115,49700,True
04027,49740,True
39119,49780,False
48505,49820,False
