area_fips,medhhinc2000,ln_medhhinc2000
08085,35234,10.469766804487085
08087,34568,10.450683677611769
08089,29738,10.300180968257168
08091,42019,10.645877175924472
08093,51899,10.857054801145617
08095,32177,10.379007190594631
08097,59375,10.991628541336942
08099,29935,10.306783643359452
08101,32775,10.3974213086319
08103,37711,10.537707108065746
08105,31836,10.36835300392574
08107,53612,10.889528202598388
08109,25495,10.146237633489257
08111,30764,10.334100454176944
08113,48514,10.789607695065166
08115,28278,10.249839396151787
08117,56587,10.94353455583153
08119,50165,10.823072851359713
08121,32431,10.386870034471961
08123,42321,10.653038695742612
08125,33169,10.4093709837628
